frame,lady,x_start,x_end,y_start,y_end,movie,count
87,1,308,412,284,388,3,3
88,1,307,411,273,377,3,3
88,2,883,987,342,446,3,3
88,3,1552,1655,353,457,3,3
89,1,296,400,273,377,3,3
89,2,883,987,342,446,3,3
89,3,1552.5,1655.5,341.5,445.5,3,3
90,1,286,411,272,397,3,3
90,2,883.2,987.2,342,446,3,3
90,3,1553,1656,330,434,3,3
91,3,1552,1655,353,457,3,3
91,1,286,400,272,492,3,3
91,2,883.4,987.4,342,446,3,3
92,3,1552,1655,353,457,3,3
92,1,291,405.5,330,444.5,3,3
92,2,883.6,987.6,342,446,3,3
93,3,1552,1655,342,446,3,3
93,1,296,411,388,397,3,3
93,2,883.8,987.8,342,446,3,3
94,3,1552,1655,342,446,3,3
94,1,296,400,388,492,3,3
94,2,884,988,342,446,3,3
95,3,1552,1655,353,457,3,3
95,2,883,987,342,446,3,3
95,1,284,388,296,400,3,3
96,3,1552,1655,365,469,3,3
96,2,883,987,342,446,3,3
96,1,284,388,296,400,3,3
97,3,1552,1655,377,480,3,3
97,1,284,388,273,377,3,3
97,2,883,987,388,492,3,3
98,3,1552,1655,377,480,3,3
98,1,284,388,273,377,3,3
98,2,884,988,342,446,3,3
99,3,1552,1655,377,480,3,3
99,1,284,388,273,377,3,3
99,2,883,987,388,492,3,3
100,3,1552,1655,377,480,3,3
100,1,284,388,284,388,3,3
100,2,883,987,330,434,3,3
101,3,1552,1655,365,469,3,3
101,1,284,388,273,377,3,3
101,2,883.5,987.5,359,463,3,3
102,3,1552,1655,365,469,3,3
102,1,284.1666667,388.1666667,274.8333333,378.8333333,3,3
102,2,884,988,388,492,3,3
103,3,1552,1638,371,458,3,3
103,2,883,987,330,434,3,3
103,1,284.3333333,388.3333333,276.6666667,380.6666667,3,3
104,3,1540,1644,377,480,3,3
104,1,284.5,388.5,278.5,382.5,3,3
104,2,867,987,328,434,3,3
105,3,1540,1644,388,492,3,3
105,1,284.6666667,388.6666667,280.3333333,384.3333333,3,3
105,2,869.6666667,987.6666667,328.3333333,437,3,3
106,3,1540,1644,400,503,3,3
106,1,284.8333333,388.8333333,282.1666667,386.1666667,3,3
106,2,872.3333333,988.3333333,328.6666667,440,3,3
107,1,285,389,284,388,3,3
107,2,875,989,329,443,3,3
107,3,1540,1638,400,467,3,3
108,1,284,388,273,377,3,3
108,2,877.6666667,989.6666667,329.3333333,446,3,3
108,3,1546,1641,390.5,485,3,3
109,1,284,388,273,377,3,3
109,2,880.3333333,990.3333333,329.6666667,449,3,3
109,3,1552,1644,381,503,3,3
110,1,284,388,273,377,3,3
110,3,1552,1638,381,467,3,3
110,2,883,991,330,452,3,3
111,2,867,991,328,452,3,3
111,1,284,388,273,377,3,3
111,3,1552,1638,381,467,3,3
112,1,290,394,330.5,434.5,3,3
112,2,867,976,328,434,3,3
112,3,1554.923077,1641,379.5384615,465.5384615,3,3
113,1,296,400,388,492,3,3
113,2,868,979,328.4,437.6,3,3
113,3,1557.846154,1644,378.0769231,464.0769231,3,3
114,1,296,400,388,492,3,3
114,2,869,982,328.8,441.2,3,3
114,3,1560.769231,1647,376.6153846,462.6153846,3,3
115,1,272,397,245,369,3,3
115,2,870,985,329.2,444.8,3,3
115,3,1563.692308,1650,375.1538462,461.1538462,3,3
116,1,284,398.5,316.5,430.5,3,3
116,2,871,988,329.6,448.4,3,3
116,3,1566.615385,1653,373.6923077,459.6923077,3,3
117,1,296,400,388,492,3,3
117,2,872,991,330,452,3,3
117,3,1569.538462,1656,372.2307692,458.2307692,3,3
118,2,872,976,330,434,3,3
118,1,272,397,245,369,3,3
118,3,1572.461538,1659,370.7692308,456.7692308,3,3
119,1,273,377,250,353,3,3
119,2,872,976,330,434,3,3
119,3,1575.384615,1662,369.3076923,455.3076923,3,3
120,1,259,377,383,353,3,3
120,2,873.5714286,977.5714286,331.7142857,435.7142857,3,3
120,3,1578.307692,1665,367.8461538,453.8461538,3,3
121,1,263.6666667,379,338.6666667,404.3333333,3,3
121,2,875.1428571,979.1428571,333.4285714,437.4285714,3,3
121,3,1581.230769,1668,366.3846154,452.3846154,3,3
122,1,268.3333333,381,294.3333333,455.6666667,3,3
122,2,876.7142857,980.7142857,335.1428571,439.1428571,3,3
122,3,1584.153846,1671,364.9230769,450.9230769,3,3
123,1,273,383,250,507,3,3
123,2,878.2857143,982.2857143,336.8571429,440.8571429,3,3
123,3,1587.076923,1674,363.4615385,449.4615385,3,3
124,1,259,383,383,507,3,3
124,2,879.8571429,983.8571429,338.5714286,442.5714286,3,3
124,3,1590,1677,362,448,3,3
125,3,1590,1677,362,448,3,3
125,1,259,377,383,400,3,3
125,2,881.4285714,985.4285714,340.2857143,444.2857143,3,3
126,1,273,383,296,507,3,3
126,2,883,987,342,446,3,3
126,3,1590,1677,362,448,3,3
127,2,883,987,342,446,3,3
127,1,273,377,296,400,3,3
127,3,1593.444444,1682.222222,361,449,3,3
128,1,273,377,284,388,3,3
128,2,883,987,388,492,3,3
128,3,1596.888889,1687.444444,360,450,3,3
129,1,259,383,286,411,3,3
129,2,883.5,987.5,365,469,3,3
129,3,1600.333333,1692.666667,359,451,3,3
130,1,250,353,377,480,3,3
130,2,884,988,342,446,3,3
130,3,1603.777778,1697.888889,358,452,3,3
131,2,883,987,388,492,3,3
131,1,254.5,368,331.5,445.5,3,3
131,3,1607.222222,1703.111111,357,453,3,3
132,2,883,987,388,492,3,3
132,1,259,383,286,411,3,3
132,3,1610.666667,1708.333333,356,454,3,3
133,2,883,987,388,492,3,3
133,1,250,353,377,480,3,3
133,3,1614.111111,1713.555556,355,455,3,3
134,1,250,353,377,480,3,3
134,2,881,1005,383,507,3,3
134,3,1617.555556,1718.777778,354,456,3,3
135,2,895,999,400,503,3,3
135,1,250,353,377,480,3,3
135,3,1621,1724,353,457,3,3
136,2,895,999,400,503,3,3
136,1,245,369,355,480,3,3
136,3,1621,1724,353,457,3,3
137,1,250,353,353,457,3,3
137,2,895,999,400,503,3,3
137,3,1621,1724,353,457,3,3
138,1,250,353,353,457,3,3
138,2,895,999,400,503,3,3
138,3,1621,1724,353,457,3,3
139,1,245,369,355,480,3,3
139,2,895,999,400,503,3,3
139,3,1621,1724,353,457,3,3
140,1,250,353,365,469,3,3
140,2,895,999,400,503,3,3
140,3,1621,1724,353,457,3,3
141,1,245,369,355,480,3,3
141,2,895,999,400,503,3,3
141,3,1621,1724,353,457,3,3
142,1,245,369,355,480,3,3
142,2,895,999,400,503,3,3
142,3,1621,1724,353,457,3,3
143,1,245,369,355,480,3,3
143,2,895,999,400,503,3,3
143,3,1621,1724,365,469,3,3
144,1,250,353,365,469,3,3
144,2,895,999,400,503,3,3
144,3,1609,1713,411,515,3,3
145,1,245,369,355,480,3,3
145,2,895,999,400,503,3,3
145,3,1609,1713,411,515,3,3
146,1,245,369,355,480,3,3
146,3,1598,1701,423,526,3,3
146,2,895,999,400,503,3,3
147,3,1598,1701,423,526,3,3
147,1,245,369,355,480,3,3
147,2,895,999,400,503,3,3
148,1,245,369,355,480,3,3
148,2,895,999,400,503,3,3
148,3,1598,1701,411,515,3,3
149,1,245,369,355,480,3,3
149,2,895,999,400,503,3,3
149,3,1586,1690,377,480,3,3
150,1,245,369,355,480,3,3
150,2,895,999,400,503,3,3
150,3,1586,1690,377,480,3,3
151,3,1586,1690,365,469,3,3
151,1,245,369,355,480,3,3
151,2,895,999,400,503,3,3
152,3,1575,1678,353,457,3,3
152,1,245,369,355,480,3,3
152,2,895,999,400,503,3,3
153,3,1575,1678,365,469,3,3
153,1,245,369,355,480,3,3
153,2,895,999,400,503,3,3
154,3,1575,1678,365,469,3,3
154,1,245,369,355,480,3,3
154,2,895,999,400,503,3,3
155,3,1563,1667,365,469,3,3
155,1,245,369,355,480,3,3
155,2,895,999,400,503,3,3
156,3,1563,1667,365,469,3,3
156,1,245,369,355,480,3,3
156,2,895,999,400,503,3,3
157,3,1563,1667,377,480,3,3
157,1,245,369,355,480,3,3
157,2,895,999,400,503,3,3
158,3,1552,1655,377,480,3,3
158,1,245,369,355,480,3,3
158,2,895,999,400,503,3,3
159,1,245,369,355,480,3,3
159,2,895,999,400,503,3,3
159,3,1552,1655,388,492,3,3
160,1,245,369,355,480,3,3
160,2,895,999,400,503,3,3
160,3,1540,1644,400,503,3,3
161,1,261,365,365,469,3,3
161,2,895,999,400,503,3,3
161,3,1530,1655,411,535,3,3
162,1,261,365,365,469,3,3
162,3,1540,1644,434,538,3,3
162,2,895,999,400,503,3,3
163,3,1540,1644,434,538,3,3
163,1,261,365,365,469,3,3
163,2,895,999,400,503,3,3
164,1,261,365,365,469,3,3
164,2,895,999,400,503,3,3
164,3,1530,1655,424,549,3,3
165,2,895,999,400,503,3,3
165,1,261,365,365,469,3,3
165,3,1530,1655,383,507,3,3
166,2,895,999,400,503,3,3
166,1,261,365,365,469,3,3
166,3,1530,1655,383,507,3,3
167,3,1530,1655,369,494,3,3
167,2,895,999,400,503,3,3
167,1,261,365,377,480,3,3
168,3,1540,1644,377,480,3,3
168,1,261,365,377,480,3,3
168,2,895,999,400,503,3,3
169,3,1530,1655,355,480,3,3
169,1,261,365,377,480,3,3
169,2,895,999,400,503,3,3
170,3,1530,1655,355,480,3,3
170,1,261,365,377,480,3,3
170,2,895,999,400,503,3,3
171,3,1530,1655,355,480,3,3
171,2,895,999,400,503,3,3
171,1,261,365,377,480,3,3
172,3,1552,1655,377,480,3,3
172,2,895,999,400,503,3,3
172,1,261,365,377,480,3,3
173,3,1552,1655,377,480,3,3
173,2,895,999,400,503,3,3
173,1,261,365,377,480,3,3
174,3,1544,1669,369,494,3,3
174,2,895,999,400,503,3,3
174,1,261,365,377,480,3,3
175,3,1544,1669,369,494,3,3
175,2,895,999,400,503,3,3
175,1,261,365,377,480,3,3
176,3,1544,1669,369,494,3,3
176,2,895,999,400,503,3,3
176,1,259,383,369,494,3,3
177,2,895,999,400,503,3,3
177,1,261,365,377,480,3,3
177,3,1544,1669,383,507,3,3
178,2,895,999,400,503,3,3
178,1,261,365,377,480,3,3
178,3,1544,1669,397,521,3,3
179,3,1544,1669,411,535,3,3
179,2,895,999,400,503,3,3
179,1,261,365,377,480,3,3
180,3,1544,1669,424,549,3,3
180,2,895,999,400,503,3,3
180,1,261,365,377,480,3,3
181,3,1544,1669,424,549,3,3
181,2,895,999,400,503,3,3
181,1,259,383,369,494,3,3
182,2,895,999,400,503,3,3
182,1,259,383,369,494,3,3
182,3,1544,1669,411,535,3,3
183,2,895,999,400,503,3,3
183,1,259,383,369,494,3,3
183,3,1544,1669,342,466,3,3
184,2,895,999,400,503,3,3
184,1,259,383,369,494,3,3
184,3,1545,1670,411,535,3,3
185,2,895,999,400,503,3,3
185,1,259,383,369,494,3,3
185,3,1544,1669,342,466,3,3
186,3,1563,1667,353,457,3,3
186,2,895,999,400,503,3,3
186,1,259,383,369,494,3,3
187,3,1563,1667,342,446,3,3
187,2,895,999,400,503,3,3
187,1,259,383,369,494,3,3
188,3,1563,1667,342,446,3,3
188,2,895,999,400,503,3,3
188,1,259,383,369,494,3,3
189,3,1563,1667,342,446,3,3
189,2,895,999,400,503,3,3
189,1,259,383,369,494,3,3
190,3,1563,1667,342,446,3,3
190,2,895,999,400,503,3,3
190,1,259,383,369,494,3,3
191,3,1563,1667,353,457,3,3
191,2,895,999,400,503,3,3
191,1,259,383,369,494,3,3
192,3,1563,1667,353,457,3,3
192,2,895,999,400,503,3,3
192,1,259,383,369,494,3,3
193,3,1563,1667,353,457,3,3
193,2,895,999,400,503,3,3
193,1,259,383,369,494,3,3
194,3,1552,1655,353,457,3,3
194,2,895,999,400,503,3,3
194,1,259,383,369,494,3,3
195,3,1552,1655,353,457,3,3
195,2,895,999,400,503,3,3
195,1,259,383,369,494,3,3
196,3,1552,1655,353,457,3,3
196,2,895,999,400,503,3,3
196,1,259,383,369,494,3,3
197,3,1552,1655,353,457,3,3
197,2,895,999,400,503,3,3
197,1,259,383,369,494,3,3
198,3,1552,1655,353,457,3,3
198,2,895,999,400,503,3,3
198,1,259,383,369,494,3,3
199,3,1552,1655,353,457,3,3
199,2,895,999,400,503,3,3
199,1,259,383,369,494,3,3
200,3,1552,1655,353,457,3,3
200,2,895,999,400,503,3,3
200,1,259,383,369,494,3,3
201,3,1552,1655,353,457,3,3
201,2,895,999,400,503,3,3
201,1,261,365,377,480,3,3
202,3,1552,1655,353,457,3,3
202,1,261,365,377,480,3,3
202,2,895,999,400,503,3,3
203,3,1552,1655,353,457,3,3
203,1,261,365,377,480,3,3
203,2,895,999,400,503,3,3
204,3,1552,1655,353,457,3,3
204,2,895,999,400,503,3,3
204,1,261,365,377,480,3,3
205,3,1552,1655,353,457,3,3
205,2,895,999,400,503,3,3
205,1,261,365,377,480,3,3
206,3,1552,1655,353,457,3,3
206,2,895,999,400,503,3,3
206,1,261,365,377,480,3,3
207,3,1552,1655,353,457,3,3
207,2,895,999,400,503,3,3
207,1,261,365,377,480,3,3
208,3,1552,1655,353,457,3,3
208,2,895,999,400,503,3,3
208,1,261,365,377,480,3,3
209,3,1552,1655,353,457,3,3
209,2,895,999,400,503,3,3
209,1,261,365,377,480,3,3
210,3,1552,1655,342,446,3,3
210,2,895,999,400,503,3,3
210,1,261,365,377,480,3,3
211,3,1552,1655,342,446,3,3
211,1,261,365,377,480,3,3
211,2,895,999,400,503,3,3
212,3,1552,1655,342,446,3,3
212,1,261,365,377,480,3,3
212,2,895,999,400,503,3,3
213,3,1552,1655,353,457,3,3
213,1,261,365,377,480,3,3
213,2,895,999,400,503,3,3
214,3,1552,1655,353,457,3,3
214,1,261,365,377,480,3,3
214,2,895,999,400,503,3,3
215,3,1552,1655,353,457,3,3
215,1,261,365,377,480,3,3
215,2,895,999,400,503,3,3
216,3,1552,1655,353,457,3,3
216,1,261,365,377,480,3,3
216,2,895,999,400,503,3,3
217,3,1552,1655,353,457,3,3
217,1,261,365,377,480,3,3
217,2,895,999,400,503,3,3
218,3,1552,1655,353,457,3,3
218,1,261,365,377,480,3,3
218,2,895,999,400,503,3,3
219,3,1552,1655,353,457,3,3
219,1,261,365,377,480,3,3
219,2,895,999,400,503,3,3
220,3,1552,1655,353,457,3,3
220,1,261,365,377,480,3,3
220,2,895,999,400,503,3,3
221,3,1552,1655,353,457,3,3
221,1,261,365,377,480,3,3
221,2,895,999,400,503,3,3
222,3,1552,1655,353,457,3,3
222,1,261,365,377,480,3,3
222,2,895,999,400,503,3,3
223,3,1552,1655,353,457,3,3
223,1,261,365,377,480,3,3
223,2,895,999,400,503,3,3
224,3,1552,1655,353,457,3,3
224,1,261,365,377,480,3,3
224,2,895,999,400,503,3,3
225,3,1552,1655,353,457,3,3
225,1,261,365,377,480,3,3
225,2,895,999,400,503,3,3
226,3,1552,1655,353,457,3,3
226,2,895,999,400,503,3,3
226,1,261,365,377,480,3,3
227,3,1552,1655,353,457,3,3
227,2,895,999,400,503,3,3
227,1,261,365,377,480,3,3
228,3,1552,1655,353,457,3,3
228,1,261,365,377,480,3,3
228,2,895,999,400,503,3,3
229,3,1552,1655,353,457,3,3
229,1,261,365,377,480,3,3
229,2,895,999,400,503,3,3
230,3,1552,1655,353,457,3,3
230,1,261,365,377,480,3,3
230,2,895,999,400,503,3,3
231,3,1552,1655,353,457,3,3
231,1,261,365,377,480,3,3
231,2,883,987,400,503,3,3
232,3,1552,1655,353,457,3,3
232,1,261,365,377,480,3,3
232,2,883,987,400,503,3,3
233,3,1552,1655,353,457,3,3
233,1,261,365,377,480,3,3
233,2,883,987,400,503,3,3
234,3,1552,1655,353,457,3,3
234,1,261,365,377,480,3,3
234,2,883,987,400,503,3,3
235,3,1552,1655,353,457,3,3
235,1,261,365,377,480,3,3
235,2,883,987,400,503,3,3
236,3,1552,1655,353,457,3,3
236,1,261,365,377,480,3,3
236,2,883,987,400,503,3,3
237,3,1552,1655,353,457,3,3
237,1,261,365,377,480,3,3
237,2,883,987,400,503,3,3
238,3,1552,1655,353,457,3,3
238,1,261,365,377,480,3,3
238,2,883,987,400,503,3,3
239,3,1552,1655,353,457,3,3
239,1,261,365,377,480,3,3
239,2,883,987,400,503,3,3
240,3,1552,1655,353,457,3,3
240,1,261,365,377,480,3,3
240,2,883,987,400,503,3,3
241,3,1552,1655,353,457,3,3
241,1,261,365,377,480,3,3
241,2,883,987,400,503,3,3
242,3,1552,1655,353,457,3,3
242,1,261,365,377,480,3,3
242,2,883,987,400,503,3,3
243,3,1552,1655,353,457,3,3
243,1,261,365,377,480,3,3
243,2,883,987,400,503,3,3
244,3,1552,1655,353,457,3,3
244,1,261,365,377,480,3,3
244,2,883,987,388,492,3,3
245,3,1552,1655,353,457,3,3
245,2,883,987,388,492,3,3
245,1,261,365,377,480,3,3
246,3,1552,1655,353,457,3,3
246,2,883,987,388,492,3,3
246,1,261,365,377,480,3,3
247,3,1552,1655,353,457,3,3
247,1,261,365,377,480,3,3
247,2,883,987,400,503,3,3
248,3,1552,1655,353,457,3,3
248,1,261,365,377,480,3,3
248,2,883,987,411,515,3,3
249,3,1552,1655,353,457,3,3
249,1,261,365,377,480,3,3
249,2,883,987,411,515,3,3
250,3,1552,1655,353,457,3,3
250,1,261,365,377,480,3,3
250,2,883,987,411,515,3,3
251,3,1552,1655,353,457,3,3
251,1,259,383,369,494,3,3
251,2,872,976,353,457,3,3
252,3,1552,1655,353,457,3,3
252,1,259,383,369,494,3,3
252,2,877.5,981.5,382,486,3,3
253,3,1552,1655,353,457,3,3
253,1,259,383,369,494,3,3
253,2,883,987,411,515,3,3
254,3,1552,1655,353,457,3,3
254,1,259,383,369,494,3,3
254,2,872,976,353,457,3,3
255,3,1552,1655,353,457,3,3
255,1,259,383,369,494,3,3
255,2,872,976,330,434,3,3
256,3,1552,1655,353,457,3,3
256,1,259,383,369,494,3,3
256,2,872.2,976.2,334.6,438.6,3,3
257,3,1552,1655,353,457,3,3
257,1,259,383,369,494,3,3
257,2,872.4,976.4,339.2,443.2,3,3
258,3,1552,1655,353,457,3,3
258,1,259,383,369,494,3,3
258,2,872.6,976.6,343.8,447.8,3,3
259,3,1552,1655,353,457,3,3
259,1,259,383,369,494,3,3
259,2,872.8,976.8,348.4,452.4,3,3
260,3,1552,1655,353,457,3,3
260,1,259,383,369,494,3,3
260,2,873,977,353,457,3,3
261,3,1552,1655,353,457,3,3
261,1,259,383,369,494,3,3
261,2,872,976,330,434,3,3
262,3,1552,1655,353,457,3,3
262,1,259,383,369,494,3,3
262,2,872,976,377,480,3,3
263,3,1552,1655,353,457,3,3
263,1,259,383,369,494,3,3
263,2,872.5,976.5,353.5,457,3,3
264,3,1552,1655,353,457,3,3
264,1,259,383,369,494,3,3
264,2,873,977,330,434,3,3
265,3,1552,1655,353,457,3,3
265,2,872,976,377,480,3,3
265,1,259,383,369,494,3,3
266,3,1552,1655,353,457,3,3
266,1,259,383,369,494,3,3
266,2,872,976,377,480,3,3
